keywords;count;
VERIFICATION;2;
HANDS-ON ACTIVITIES;1;
ATTITUDES;2;
SHARKS;1;
TEACHING/LEARNING STRATEGIES ROBOTICS;1;
EARLYCHILDHOOD;1;
DYNAMIC PORTFOLIO TRADING;1;
INTERPRETABILITY-ACCURACY TRADEOFF;1;
MULTITREEGENETIC PROGRAMMING;1;
TECHNICAL INDICES;1;
TSK FUZZY RULE BASED SYSTEM;1;
INNOVATIVE EDUCATIONAL INTERVENTIONS;1;
NURSING SKILL;1;
SOCIAL LEARNING MODEL;1;
VIRTUALPATIENT;1;
ASYNCHRONOUS DISCUSSION BOARD;1;
SELF-STUDY;1;
PEER-ASSISTEDLEARNING;1;
LOW FIDELITY SIMULATION;1;
ANATOMICAL MODELS;1;
ANATOMICALRESOURCES;1;
PHYSICAL EDUCATION SYSTEM;1;
COLLECTIVE ACTION;1;
PROFESSIONAL LEARNINGCOMMUNITIES;1;
CLINICAL CLERKSHIP;1;
METONYMY;1;
NOVICE COMPUTER PROGRAMMING;1;
REFERENCE ERRORS;1;
HUMAN-COMPUTERINTERACTION;1;
MISCONCEPTIONS;1;
CHANGE-MANAGEMENT;1;
KOTTER'S MODEL OF CHANGE;1;
MENTO'S MODEL OF CHANGE;1;
FLIPPED-TEACHING;1;
COMPETENCY BASED MEDICAL EDUCATION;1;
6D-APPROACH;1;
LEADERSHIP THEORY;1;
STEM DISCIPLINES;1;
INTRODUCTORYBIOLOGY;1;
VISUAL PROBLEM SOLVING;1;
STUDENTS PROGRAMMINGPATTERNS;1;
ANIMATION;3;
CLASS LIBRARY;1;
DATA STRUCTURES;4;
CURRICULUM IMPLEMENTATION;1;
TECHNOLOGYEDUCATION;1;
COMPULSORY SCHOOL;1;
PSYCHIATRIC NURSES;1;
CASE MANAGEMENT EDUCATION;1;
EVIDENCE BASED TEACHING;1;
OUTCOMES EVALUATION;1;
RANDOMISED CONTROLLED TRIAL;2;
PSYCHOLOGY OF PROGRAMMING;1;
VERBAL PROTOCOL ANALYSIS;1;
SOFTWARE DESIGN;8;
PARALLEL HYBRID ELECTRIC VEHICLE;1;
MULTI NEURALNETWORK;1;
KERNEL FUZZY C-MEANS CLUSTERING;1;
DIGITAL ANATOMY;1;
COMPUTERS INANATOMICAL EDUCATION;1;
INTERACTIVE COMPUTER GRAPHICS;2;
COMPUTER-AIDEDINSTRUCTION;1;
CAI;1;
CONTINUOUS ASSESSMENT;1;
INSTRUCTOR WORKLOAD;1;
STUDENT PERFORMANCE;5;
RULE-BASED MODEL;1;
MULTI-STRATEGYCLASSIFIER;1;
SOFTWARE QUALITY CLASSIFICATION;1;
INDIGENOUS;1;
CLINICAL TEACHING TEAMS;1;
CHANGEMANAGEMENT;1;
CURRICULUM CHANGE;1;
BLUETOOTH;2;
BLOCK DESIGN STRATEGY;1;
BLOCKLY;1;
EMBEDDED DEVELOPMENT;1;
GRAPHICAL USER INTERFACE(GUI);1;
INTEGRATED DEVELOPMENT ENVIRONMENT (IDE);1;
INTERNET OF THINGS(IOT);1;
VISUAL PROGRAMMING LANGUAGE;1;
PROFESSIONAL PRACTICE;1;
SOCIAL-EMOTIONALLEARNING;1;
EARLY PREDICTION;1;
MULTI-VIEW LEARNING;1;
DONTENT ANALYSIS;1;
KNOWLEDGECONSTRUCTION;1;
TEACHING / LEARNING STRATEGIES;1;
HIDDEN MARKOV MODELS;1;
MACHINE LEARNING SURVEY;1;
ML TECHNIQUES;1;
SPECIAL NEEDS POPULATIONS;1;
CYBERSECURITY STRATEGIC PLAN;1;
CYBERSECURITY EDUCATION;1;
NICE FRAMEWORK;1;
CYBERSECURITY CURRICULA;1;
GQO PLUS STRATEGIES PARADIGM;1;
PREDICTIVE ENERGY MANAGEMENT;1;
HYBRID ELECTRIC TRACKED VEHICLE;1;
ONLINECORRECTION;1;
FUZZY LOGIC CONTROLLER;1;
LEARNING CLIMATE;1;
QUALITY CONTROL;2;
EDUCATIONAL GOVERNANCE;1;
ISLANDING;1;
TRANSIENT ANALYSIS;1;
MULTIMICROGRID (MMG);1;
POWER SHORTAGE;1;
THREE-PHASE UNBALANCE;1;
UNINTENTIONAL ISLANDING;1;
INTERNSHIP AND RESIDENCY;1;
ANESTHESIA;1;
ENGAGING LECTURE;1;
GRADE;1;
VIRTUAL CAMPUS;1;
INTRODUCTORYPROGRAMMING COURSE;1;
STRUCTURAL EQUATION MODELING;1;
NUMERICAL MODELLING;1;
ONLINE SERVICES;1;
GEOMETRY;1;
HIGHER ORDER STATISTICS;1;
HIGHER ORDERTHINKING SKILLS (HOTS);1;
ISOMETRIC TRANSFORMATION;1;
MODELLING OF BIOSYSTEMS;1;
INDIVIDUAL-BASED MODEL;1;
PREDATOR-PREY SYSTEM;1;
NETLOGO PLATFORM;1;
MEDICAL CURRICULUM;1;
PROCESS SAFETY EDUCATION;1;
INHERENT SAFETY;1;
KOLB'S EXPERIENTIAL LEARNING;2;
EQUIPMENT DESIGN;1;
PORTFOLIO;1;
PROFESSIONAL LEARNINGCOMMUNITY;1;
INTRODUCTORY PROGRAMS;1;
POST-REGISTRATION NURSE;1;
DETERIORATING PATIENT;1;
ACUTE CARE;1;
SELF REGULATED LEARNING;1;
SUPPLEMENTARY MATERIAL;1;
THERAPEUTICS;1;
PHARMACYEDUCATION;1;
ELECTROENCEPHALOGRAPHY;1;
OBJECTORIENTED MODELING;1;
BRAIN MODELING;1;
MESH: DELIVERY OF HEALTH CARE;1;
INTEGRATED/ORGANIZATION \&ADMINISTRATION{*};1;
EVIDENCE-BASEDMEDICINE/EDUCATION{*};1;
INSERVICE TRAINING/ORGANIZATION \&ADMINISTRATION{*};1;
PROBLEM-BASED LEARNING/METHODS{*};1;
PROGRAMDEVELOPMENT;1;
TEACHING RESEARCH SKILLS;1;
EDUCATION/CURRICULUM DEVELOPMENT;1;
INTERDISCIPLINARY RESEARCH TRAINING;1;
PRIMARY HEALTH CARE RESEARCHTRAINING;1;
EVOLUTIONARY GAME;1;
COMPOUND DIFFERENTIAL EVOLUTION;1;
EMERGENCY MEDICINE CURRICULUM;1;
INTERNATIONALHEALTH;1;
ADAPTIVE MANAGEMENT;1;
GREEN INFRASTRUCTURE;1;
STORMWATERMANAGEMENT;1;
TEACHER LEARNING;1;
INTERCONNECTED MODEL OF PROFESSIONAL GROWTH;1;
OTOLARYNGOLOGY-HEAD AND NECK SURGERY;1;
MOBILE-APP;1;
CHILDHOOD OBESITY;1;
PREVENTION PROGRAM;1;
FAMILY-BASED;1;
CHILD EATINGSELF-REGULATION;1;
FOOD PREFERENCES;1;
INTERACTIVE Q-LEARNING;1;
DYNAMIC TREATMENT REGIMES;1;
SMART DESIGN;1;
STUDENT/CAREER COUNSELING;1;
VICARIOUS LEARNING;1;
AGENT-BASED MODELS;1;
ICAP FRAMEWORK;1;
DIALOGUE;1;
HEALTH PROFESSIONS EDUCATION;1;
CHALLENGES IN CLINICAL EDUCATION;1;
LONGITUDINAL PROGRAM;1;
NATIONAL;1;
COHORT-BASED;1;
INVENTORY MANAGEMENT;1;
BAYESIAN DYNAMICPROGRAM;1;
INSTRUMENTS;1;
COMPUTER SCIENCE (CS);1;
SELF-REGULATED LEARNING (SRL);2;
PATIENT PROVIDER RELATIONS;1;
NARRATIVE MEDICINE;1;
ADULT EDUCATION;1;
LABORATORIES;6;
EDUCATIONAL DATA MINING (EDM);1;
FORMATIVEASSESSMENT (FA);1;
PROCESS MINING(PM);1;
SELF-ASSESSMENT (SA) TECHNOLOGIES;1;
INTERDISCIPLINARY /;1;
COMMUNICATION /;1;
INQUIRY-BASED /;1;
DISCOVERY LEARNING;1;
IMPLICIT BIAS;1;
BIAS MITIGATION;1;
TRAIN-THE-TRAINER;1;
TIER-BASED;1;
CLINICAL DECISION SUPPORTSYSTEM;1;
MODEL CONSTRUCTION;1;
COLLABORATIVEWORK;1;
MOVEMENT ANALYSIS;1;
MUSCLE ACTIVATION;1;
MODEL PREDICTIVE CONTROL;1;
DOUBLE DELAYED Q-LEARNING;1;
ENERGY MANAGEMENTSTRATEGY (EMS);2;
VELOCITY PREDICTION;1;
LEARNING ASSISTANT;1;
LA;1;
DWF;1;
FAILURE;1;
UNDERREPRESENTEDSTUDENTS;1;
GROSS ANATOMY LABORATORY;1;
LEARNING STRATEGY;9;
STUDENT OUTCOMES;2;
POSTCOLONIALISM;1;
COLONIALISM;1;
CRITICAL CONSCIOUSNESS;1;
SCIENTIFIC MACHINE LEARNING;1;
QUANTUM CONTROL;1;
STOCHASTIC SCHRODINGEREQUATION;1;
HOMODYNE DETECTION;1;
DIFFERENTIABLE PROGRAMMING;1;
PHYSICS;1;
PHYSICS TEACHING;1;
CLASS;1;
BELIEFS;1;
PROFESSIONALPREPARATION OF SCHOOL HEALTH PERSONNEL;1;
LOW BANDWIDTH;1;
DIGITALIZATION;1;
CARIBBEANCOOPERATION;1;
DIFFERENTIAL PRIVACY;1;
INCENTIVE-BASED DEMAND RESPONSE (DR) PROGRAM;1;
PRIVACY-PRESERVING DEMAND RESPONSE;1;
TWO-TIMESCALE REINFORCEMENT LEARNINGALGORITHM;1;
MULTI-AGENT SIMULATION;1;
PRICE DISCOVERY;1;
HETEROGENEOUS SIGNALS;1;
MUTUALLEARNING;1;
OPTIMAL TRADING;1;
KNOWLEDGE SHARING BEHAVIOR;1;
ACADEMICS;1;
MOTIVATION-OPPORTUNITY-ABILITY FRAMEWORK;1;
DASHBOARD;1;
TECHNOLOGY ENHANCED LEARNING;3;
LECTURE RECORDING;1;
HYBRID LEARNING;1;
FIRST-YEARUNDERGRADUATE/GENERAL;1;
ELEMENTARY/MIDDLESCHOOL SCIENCE;1;
INSTRUCTION PROGRAM;1;
ADAPTATION;1;
RESPONSIBILITY MODEL;1;
WORKSHOP;1;
TEST ENHANCED LEARNING;1;
RECALL ENHANCED LEARNING;1;
ASSESSMENTLITERACY;1;
FEEDBACK LITERACY;1;
SYSTEMS OF ASSESSMENT;1;
ASSESSMENT PROGRAMS;1;
CURRICULUM REFORM;1;
EFFICACY OFEDUCATIONAL PROGRAMS;1;
EVIDENCE-BASED MEDICINE (EBM);1;
GENDER-BASED VIOLENCE;1;
ONLINELEARNING;1;
QUANTITATIVE EVALUATION;2;
WEB 2.0;2;
LEARNING ASSESSMENT;2;
E-BUSINESS;1;
VIDEO ON DEMAND;1;
LOGIC DESIGN;1;
YOUTUBE;1;
VIDEOSELECTION;1;
PROCEDURAL LEARNING;1;
CONCEPTUAL LEARNING;1;
PROFESSIONAL SELF-CONCEPT;1;
PROFESSIONAL PORTFOLIO;1;
GERIATRIC-ADULT INTERNSHIP PRACTICE;1;
MULTIMEDIA RETRIEVAL;1;
LARGE-SCALESIMILARITY SEARCH;1;
DISCRETE OPTIMIZATION;1;
BINARY INTEGER PROGRAMMING;1;
PRACTICE BASED LEARNINGAND IMPROVEMENT;1;
SYSTEMS BASED PRACTICE;1;
GRID GAMES;1;
STUDENT ATTITUDES TOGAMES;1;
INCLUSIVE TEACHING;1;
BROADENING PARTICIPATION;2;
MOLECULAR DOCKING;1;
PROTEIN COMPLEX;1;
ROBOTS;2;
TRAJECTORY PLANNING;1;
ARTIFICIAL NEURALNETWORK;1;
BACK PROPAGATION NEURAL NETWORK;1;
MOBILE ROBOT;1;
INTERDISCIPLINARY HEALTH TEAM;1;
MULTIPLE SCLEROSIS;1;
DENSENET;1;
PRECOMPUTATION;1;
COMPOSITE LEARNING FACTOR;1;
SIMPLELEARNING FACTOR;1;
NEWLY GRADUATED NURSES;1;
IN-SERVICE EDUCATION;1;
CONTINUING PROFESSIONALDEVELOPMENT;1;
CORE COMPETENCY;1;
E-DELPHI STUDY;1;
EDUCATOR IDENTITY FORMATION;1;
FACULTYDEVELOPMENT PROGRAM;1;
LONG-TERM PROGRAM EVALUATION;1;
GENERAL SURGERY RESIDENCY;1;
GENERAL SURGERY PROGRAM DIRECTOR;1;
INFORMINGWELLNESS INTERVENTIONS;1;
WELLNESS/WELL-BEING;1;
CARIOLOGY;1;
MINIMUM INTERVENTION;1;
STOCHASTIC DYNAMIC VEHICLE ROUTING;1;
MIXED INTEGER PROGRAMMING;1;
COMBINATORIALOPTIMIZATION;1;
INSTITUTIONAL STRATEGY;1;
LEARNING EXPERIENCE;1;
FLIPPED LEARNING;1;
SELF-DETERMINATIONTHEORY (SDT);1;
INVERTERS;2;
ADAPTIVE OPTIMAL CONTROL;1;
CVCFINVERTER;1;
CULTURAL AND LINGUISTIC DIVERSITY;1;
PRECEPTORS;1;
DATA SCIENCE APPLICATIONS INEDUCATION;1;
MILLENNIUM CONFERENCE;1;
CONTENT-BASED IMAGE RETRIEVAL;1;
MULTIMODAL QUERY EXPANSION;1;
GENETICPROGRAMMING;1;
E-COMMERCE;1;
KELLER;1;
PERSONALIZED SYSTEM OF INSTRUCTION (PSI);1;
SELF-PACED LEARNING;1;
MOBILE DEVICE;1;
MULTI-PERSONA MOBILE COMPUTING;1;
OFFLOADING;1;
TEACHINGSTRATEGY (METHODS);1;
REAL-TIMESYSTEMS;1;
PV-STORAGE SYSTEMS;1;
SMART HOME ENERGY MANAGEMENT;1;
STATE-SPACE APPROXIMATE DYNAMICPROGRAMMING;1;
LONG SHORT-TERM MEMORY RECURRENT NEURALNETWORKS;1;
BATTERY TEMPERATURE;1;
ELECTRIC VEHICLES;1;
MIXEDINTEGER LINEAR PROGRAMMING;1;
PIECEWISE LINEAR EQUATIONS;1;
SUPERVISEDLEARNING;1;
THERMAL MANAGEMENT;1;
ACHIEVEMENT GOALS;1;
WELLNESS;1;
RESIDENTS;1;
WELLNESS PROGRAMS;1;
PEER OBSERVATION OF TEACHING;1;
AUGMENTED REALITY (AR);1;
SKILLPERFORMANCE;1;
VIRTUAL REALITY (VR);1;
CLINICAL TEACHING;2;
THRESHOLD CONCEPTS;1;
SURGERY CLERKSHIP;1;
CUR-RICULUM DESIGN;1;
MEDICALSTUDENT EDUCATION;1;
MEDICAL EDU-CATION;1;
MEDICAL KNOWLEDGE;1;
PARTICIPANT ROLES;1;
SIMULATION -BASED LEARNING EXPERIENCES;1;
SIMULATIONEFFECTIVENESS;1;
PROCESS -BASED ROLE;1;
RESPONSE -BASED ROLE;1;
MIDWIFERY STUDENTS;1;
LABOR WARD;1;
ARTHROSCOPY;1;
ORTHOPAEDIC SURGERY;1;
ERROR OBSERVATION;1;
CAPABILITY-BASED PLANNING;1;
PROGRAM OPTIMIZATION;1;
PROJECT PORTFOLIOOPTIMIZATION;1;
MULTI-OBJECTIVE EVOLUTIONARY OPTIMIZATION;1;
NAVIGATION;1;
PHYSICAL EDUCATION TEACHER EDUCATION;1;
STAGESOF TECHNOLOGY ADOPTION;1;
TECHNOLOGY-RELATED LEARNING EXPERIENCE;1;
OPEN SOURCE TOOL;1;
ANXIETY;1;
EXPERTISE;1;
STANDARDIZED CLINICAL EXAMINATION;1;
TEACHER TRAINING;2;
DRUG DISCOVERY;1;
TOXPRINTCHEMOTYPES;1;
APPROVED \& WITHDRAWN DRUG;1;
DISTANCE EDUCATION AND ONLINELEARNING;1;
EVALUATION-EDUCATIONINTERVENTION;1;
MIXED METHODS RESEARCH;1;
CURRICULAR DESIGN;1;
PROFESSIONALPRACTICE;1;
REFLECTIVE PRACTICE;1;
MEMBRANE POTENTIAL;1;
MODEL;1;
UNDERGRADUATEEDUCATION;1;
HYBRID ELECTRIC VEHICLE (HEV);1;
REAL-TIME TRAFFICINFORMATION;1;
COMPETITION-BASED LEARNING;1;
STRENGTHS;1;
LIMITATIONS;1;
LOGISTICS;1;
RESIDENTTEACHERS;1;
METACOGNITIVE AWARENESS;1;
SELF-REGULATION;1;
COGNITIVE CONTROL;1;
POWER SYSTEM STABILITY;1;
SYNCHRONOUS GENERATORS;1;
DAMPING;1;
ADAPTIVEDYNAMIC PROGRAMMING (ADP);1;
ADAPTIVE;1;
VALUE ITERATION;1;
VIRTUAL SYNCHRONOUS GENERATOR (VSG);1;
PATIENT SATISFACTION;1;
HEALTH BEHAVIOUR;1;
PRE-NURSING;1;
GENERAL EDUCATION;3;
BIOLOGICAL SCIENCES;1;
DATALOG;1;
DECLARATIVE MACHINE LEARNING;1;
RANSOMWARE;1;
DIGITAL DNA SEQUENCE;1;
COLLABORATIVE WORK;4;
GENETICS;1;
ROBOTIC WELDING;1;
HAPTICS;1;
OFFLINE PROGRAMMING;1;
VIRTUALREALITY;1;
DYNAMIC BEHAVIOUR;1;
OUTCOME-BASED ASSESSMENT (OBE);1;
COVID-19PANDEMIC;1;
MOVEMENT CONTROL ORDER (MCO);1;
FIELDWORK LEARNING REQUIREMENT;1;
PROJECT-BASED LEARNING (PBL);1;
STUDENTS' MOTIVATION;1;
GRAPHICAL GAMES;1;
NETWORKEDCONTROL SYSTEMS;1;
SERVICE-ORIENTED COMPUTING;1;
COVID-19 SCREENING;1;
RAPID ANTIGEN TESTS;1;
SCHOOL-BASED TESTING;1;
DATA POISONING;1;
FEDERATED MACHINE LEARNING;1;
MULTITASK LEARNING;1;
METAHEURISTIC ALGORITHM;1;
EVOLUTIONARY STRUCTURAL OPTIMIZATION;1;
COMPREHENSIVE LEARNING;1;
DISCRETECONSTRAINT;1;
INTEGER PROGRAM;1;
FACILITY LOCATION AND SIZE PROBLEM;1;
MULTI-OBJECTIVE PROGRAMMING;1;
STOCK TRADING RULE EXTRACTION;1;
TECHNICAL ANALYSIS;1;
GENETIC NETWORK PROGRAMMING;1;
LEAGUE CHAMPIONSHIPALGORITHM;1;
TENSOR PROGRAM OPTIMIZATION;1;
OPTIMIZATION FOR DEEP LEARNING OPERATORS;1;
DEEP LEARNING COMPILER;1;
AUTO-TUNING;1;
GRADIENT PROJECTION;1;
RESILIENCY TRAINING;1;
HIP \& KNEE ARTHROPLASTY;1;
ACGME;1;
DECISIONMAKING;1;
UNMANNED AERIAL VEHICLE;1;
TEMPORAL DIFFERENCEALGORITHM;1;
JIU CHESS;1;
RESIDENT WELL BEING;1;
CRISIS;2;
RESIDENT SAFETY;1;
OPERATIONAL STRATEGY;1;
OUTDOOR EDUCATION;1;
CULTURALLY TAILORED BREAST CANCER EDUCATION;1;
LAY HEALTH EDUCATION MODEL;1;
COMMUNITY-BASED NAVIGATION;1;
RURAL CANCER CONTROL PROGRAM;1;
MULTI-CHANNEL SEQUENCE ANALYSIS;1;
LONGITUDINALENGAGEMENT;1;
MIXTURE HIDDEN MARKOV MODELS;1;
STUDENTPROFILES;1;
PERSON-CENTERED METHODS;1;
ANATOMICAL SCIENCES EDUCATION;1;
MEDICAL EDUCATIONRESEARCH;1;
SCHOLARSHIP OF TEACHING AND LEARNING(SOTL);1;
AMERICAN ASSOCIATION OF ANATOMISTS;1;
FUZZY K-NEAREST NEIGHBOR METHOD;1;
SINE COSINE ALGORITHM;1;
CHAOS THEORY;1;
STUDENTS' INTENTIONS FOR MASTER PROGRAMS;1;
COMPUTATIONAL METHODS;1;
COMPUTER PROGRAMMING LANGUAGES;7;
MULTIVARIANT ANALYSIS;1;
RELIABILITY ANALYSIS;3;
COMPUTATIONAL THINKINGS;12;
COMPUTER MEDIATED COMMUNICATION;1;
CONFIRMATORY FACTOR ANALYSIS;2;
TEACHING/LEARNING STRATEGY;3;
UNDERGRADUATE DEGREES;1;
COMPUTER LANGUAGE;2;
HUMAN;6;
INSTRUMENT VALIDATION;1;
INTERNAL CONSISTENCY;1;
LIKERT SCALE;2;
MAJOR CLINICAL STUDY;2;
ACOUSTIC GENERATORS;1;
ELECTRIC LOAD FLOW;1;
ELECTRIC POWER TRANSMISSION NETWORKS;1;
HEURISTIC METHODS;1;
VECTOR SPACES;1;
ARTIFICIAL BEE COLONIES (ABC);1;
HEURISTIC OPTIMIZATION;1;
NON-LINEAR OPTIMIZATION;1;
OPTIMAL POWER FLOWS;1;
ORTHOGONAL LEARNING (OL);1;
APPLICATION PROGRAMMING INTERFACES (API);4;
FACE RECOGNITION;1;
SCIENCE APPLICATIONS;1;
CURRICULA;45;
FLOWCHARTING;2;
COMPUTER EDUCATION;1;
DATA COLLECTION TOOLS;1;
PROGRAMMING STRUCTURES;1;
STUDENT MOTIVATION;3;
TEACHING PROGRAMMING;9;
ACHIEVEMENT TEST;1;
CONTROL GROUP;1;
CONTROLLED CLINICAL TRIAL;1;
CONTROLLED STUDY;1;
FACTORIAL DESIGN;1;
INFORMATION TECHNOLOGY;2;
LOGIC;1;
MALE;3;
RANDOMIZED CONTROLLED TRIAL;1;
STUDENT;7;
TURKEY (REPUBLIC);1;
ASSOCIATION RULES;1;
CLASSIFICATION (OF INFORMATION);4;
EDUCATION COMPUTING;30;
EDUCATIONAL INSTITUTIONS;2;
STUDENT'S PERFORMANCE;1;
COMPUTER AIDED INSTRUCTION;22;
COGNITIVE SCIENCE;1;
LEARNING TECHNOLOGY;1;
HUMAN EXPERIMENT;3;
SOUTH AND CENTRAL AMERICA;1;
SURVEYS;15;
HIGH SCHOOL STUDENTS;1;
INTRODUCTORY COURSE;2;
LEARNING APPROACH;1;
PEER-ASSISTED LEARNING;1;
EXPOSURE;1;
HIGH SCHOOL STUDENT;1;
SATISFACTION;1;
ELECTRIC CURRENT MEASUREMENT;1;
MATHEMATICAL TECHNIQUES;1;
SELF EFFICACY;2;
CRIME;2;
ELECTRONIC DATA INTERCHANGE;1;
MULTIMEDIA SYSTEMS;1;
NATURAL RESOURCES MANAGEMENT;1;
RADIO COMMUNICATION;1;
COLLEGES AND UNIVERSITIES;8;
INFORMATION CONSTRUCTION;1;
INTEGRATION SYSTEMS;1;
MULTIMEDIA NETWORKS;1;
RADIO ACCESS TECHNOLOGIES;1;
RADIO RESOURCE MANAGEMENT;1;
RESOURCE INTEGRATION;1;
TEACHING RESOURCES;1;
INFORMATION MANAGEMENT;1;
UBIQUITOUS COMPUTING;1;
ANALYSIS STRATEGIES;1;
E-LEARNING APPLICATION;1;
E-LEARNING CONTENTS;1;
EDUCATION AND TRAINING;1;
INNOVATIVE APPROACHES;1;
INTERACTIVE INSTRUCTIONS;1;
LEARNING AND TRAINING;1;
USABILITY EVALUATION METHODS;1;
SOFTWARE PROTOTYPING;1;
BUILDING PROJECTS;1;
IMPERATIVE PROGRAMMING;1;
MODEL SOLUTION;1;
OPEN ONLINE COURSE;1;
PROGRAM TRANSFORMATIONS;1;
PROGRAMMING EXERCISE;2;
PROGRAMMING TUTORS;1;
FUNCTIONAL PROGRAMMING;2;
ALGAE;1;
BIOCONTROL;1;
BIOTECHNOLOGY;1;
COMPUTER SIMULATION;1;
JAVA PROGRAMMING LANGUAGE;8;
MICROORGANISMS;1;
PHOTOBIOREACTORS;1;
SIMULATORS;2;
BIOMASS CONCENTRATIONS;1;
ENVIRONMENTAL CONTEXTS;1;
INTERACTIVE DYNAMIC SIMULATIONS;1;
INTERACTIVE PROGRAMS;1;
JAVA;2;
LABORATORY EDUCATION;1;
SOLAR IRRADIATION PROFILE;1;
TUBULAR PHOTOBIOREACTOR;1;
COMPUTER SOFTWARE;9;
ABSTRACTING;1;
AUTONOMOUS AGENTS;1;
LAW ENFORCEMENT;1;
MULTI AGENT SYSTEMS;1;
URBAN PLANNING;1;
ABSTRACTION;1;
LARGE-SCALE PROBLEM;1;
PLANNING ALGORITHMS;1;
PLANNING STRATEGIES;1;
PREDICTION ACCURACY;1;
PROPAGATION MODELING;1;
SECURITY GAMES;1;
SCAFFOLDS;2;
SYSTEMS ENGINEERING;4;
EDUCATION MANAGEMENT;1;
INTELLIGENT TUTORING SYSTEM;1;
LEARNING PROGRAMMING;9;
PEDAGOGICAL METHOD;1;
STUDENTS' ENGAGEMENTS;1;
TUTORING SYSTEM;1;
FORMAL LANGUAGES;1;
INFORMATION SCIENCE;1;
ALGORITHMIC THINKING;3;
LOGO;1;
PYTHON;2;
SPIRAL CURRICULUM;1;
ALGORITHMIC LANGUAGES;1;
PROCESSING;1;
FIRST YEAR PROGRAMMING;1;
NON-MAJORS;1;
OPEN SOURCE LANGUAGE;1;
PAIR-PROGRAMMING;3;
STUDENT ENGAGEMENT AND SATISFACTIONS;1;
UNIVERSITY OF BRITISH COLUMBIA;1;
ANDROID (OPERATING SYSTEM);2;
COMPUTER SYSTEMS PROGRAMMING;2;
DIGITAL DEVICES;1;
DIGITAL LIBRARIES;1;
INTERACTIVE COMPUTER SYSTEMS;1;
MOBILE AGENTS;1;
MOBILE DEVICES;1;
USER INTERFACES;2;
ANDROID;1;
CONVERSATIONAL AGENTS;1;
INTELLIGENT ASSISTANTS;1;
MULTI-MODAL INTERACTIONS;1;
SPOKEN INTERACTION;1;
UNIVERSITY DIGITAL LIBRARIES;1;
COOPERATIVE COMMUNICATION;1;
COLLABORATIVE LEARNING ENVIRONMENT;1;
ENGINEERING DEPARTMENT;1;
FACE-TO-FACE COMMUNICATIONS;1;
FRESHMAN ENGINEERING STUDENTS;1;
INTRODUCTION TO PROGRAMMING;1;
SEMI STRUCTURED INTERVIEWS;2;
CLASSICAL METHODS;1;
CLASSIFICATION ALGORITHM;1;
CLASSIFIER ENSEMBLES;1;
COMPUTER AIDED DIAGNOSIS SYSTEMS;1;
DECISION PROBLEMS;1;
DIAGNOSIS SUPPORT SYSTEMS;1;
ENSEMBLE CLASSIFIERS;1;
MEDICAL DIAGNOSIS SUPPORT;1;
COMPUTER AIDED DIAGNOSIS;1;
EDUCATIONAL STRATEGY;2;
EXPERIMENTAL GROUPS;3;
LEARNING SCENARIOS;2;
STRATEGY;3;
HOLISTIC PERSPECTIVES;1;
INTEGRATED DEVELOPMENT ENVIRONMENT;2;
NOVICE PROGRAMMER;1;
PROGRAMMING PARADIGMS;4;
COMPUTER SCIENCE COURSE;4;
CONCURRENT AND DISTRIBUTED PROGRAMMING;1;
CONCURRENT PROGRAMMING;1;
DISTRIBUTED PROGRAMMING;1;
LEARNING INHIBITS;1;
TRADITIONAL UNIVERSITIES;1;
ENGINEERING RESEARCH;4;
LOGISTIC REGRESSION;1;
INFORMATION TECHNOLOGY SECTOR;1;
INTERNATIONAL ACCREDITATION;1;
LOGISTIC REGRESSION MODELS;1;
NAIVE BAYESIAN ALGORITHMS;1;
STUDENT LEARNING OUTCOMES;1;
TEACHING-LEARNING ENVIRONMENT;1;
TEACHING-LEARNING PROCESS;2;
COMMERCIAL OFF-THE-SHELF;2;
CONTROLLERS;2;
MICROCONTROLLERS;3;
SYSTEM-ON-CHIP;2;
AUTOMATION ENGINEERING;1;
BRITISH BROADCASTING CORPORATIONS;1;
COMMERCIAL OFF-THE-SHELF COMPONENTS;2;
EMBEDDED SYSTEMS EDUCATION;2;
PROGRAMMABLE LOGIC CONTROLLERS (PLC);2;
SCIENCE AND TECHNOLOGY;2;
STATE-OF-THE-ART EQUIPMENTS;1;
EDUCATIONAL PROCESS;2;
INFORMATION AND COMMUNICATION TECHNOLOGIES;2;
SCHOOL OF ENGINEERING;1;
VIRTUAL COURSE;1;
EDUCATIONAL ATTAINMENT;1;
UNIVERSITY SECTOR;2;
MEXICO [NORTH AMERICA];1;
CALLITHRIX;1;
COLLABORATIVE STRATEGIES;1;
OBJECT PROGRAMMING;1;
PEDAGOGICAL SCENARIOS;1;
PROGRAMMING ASSIGNMENTS;1;
PROGRAMMING PERFORMANCE;2;
UNIVERSITY TEACHING;1;
OBJECT ORIENTED PROGRAMMING;5;
COMPUTATION THEORY;9;
BHUTAN;1;
C PROGRAMMING;2;
C (PROGRAMMING LANGUAGE);6;
COMPLEMENTARY SKILLS;1;
CSCL;1;
INDEX OF LEARNING STYLES;1;
LEARNING TOOL;1;
NEURAL-NETWORKS;2;
PREDICT SUCCESS;2;
TEACHERS';7;
UNIVERSITY COURSE;6;
INDUSTRIAL ENGINEERING;1;
ENROLLMENT MANAGEMENT;1;
ENROLLMENTS;1;
IT BUSINESS;1;
SHARP FOCUS;1;
